15,42,42,42,42,42,42,42,42,42,43,5,5,5,41,42,42,42,42,42,42,42,42,42,14,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,46,19,19,19,19,19,19,19,19,19,19,19,19,19,47,5,5,5,5,7,
9,5,5,5,5,24,40,40,40,40,40,40,40,40,40,40,40,40,40,24,5,5,5,5,7,
9,5,5,5,5,24,1,1,1,1,1,1,1,1,1,1,1,1,1,24,5,5,5,5,7,
9,5,5,5,5,24,1,1,1,1,1,1,1,1,1,1,1,1,1,24,5,5,5,5,7,
43,5,5,5,5,33,19,19,19,19,19,19,66,67,67,68,19,19,19,34,5,5,5,5,41,
5,5,5,5,5,37,39,39,39,39,39,39,72,73,73,74,39,39,39,38,5,5,5,5,5,
5,5,5,5,5,37,39,39,39,39,39,39,72,73,73,74,39,39,39,38,5,5,5,5,23,
22,5,5,5,5,45,40,40,40,40,40,40,79,80,80,81,40,40,40,44,5,5,5,5,7,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
10,20,20,20,20,20,20,20,20,20,22,5,5,5,23,20,20,20,20,20,20,20,20,20,11
